,pressure,sea_pressure,wind_speed,temperature,rel_humidity,wind_direction,precipitation
2016-07-01,998.7,1003.5,2.7,31.6,59.0,6,0.0
2016-07-02,1001.9,1006.8,2.4,25.9,95.0,8,3.466666666666667
2016-07-03,1000.8,1005.7,1.1,27.7,91.0,5,0.03333333333333333
2016-07-04,998.8,1003.6,1.4,34.8,55.0,7,0.0
2016-07-05,1004.4,1009.3,5.3,28.7,74.0,8,0.2333333333333333
2016-07-06,1004.8,1009.6,2.0,34.2,54.0,3,0.0
2016-07-07,1002.5,1007.3,5.1,31.5,68.0,2,0.0
2016-07-08,999.1,1003.9,3.3,31.5,64.0,2,0.0
2016-07-09,997.9,1002.8,2.7,27.1,92.0,2,2.5
2016-07-10,994.6,999.4,2.9,28.7,81.0,2,0.0
2016-07-11,994.1,998.9,2.4,30.3,80.0,2,0.9
2016-07-12,994.6,999.4,3.1,32.4,69.0,3,0.0
2016-07-13,996.0,1000.8,4.3,32.1,66.0,6,0.0
2016-07-14,997.9,1002.7,3.2,30.0,78.0,7,0.0
2016-07-15,993.4,998.2,5.1,35.7,51.0,5,0.0
2016-07-16,999.9,1004.8,1.7,25.9,87.0,2,0.0
2016-07-17,1000.7,1005.5,1.3,32.6,60.0,6,0.0
2016-07-18,999.1,1003.9,0.8,29.2,83.0,7,0.03333333333333333
2016-07-19,998.7,1003.5,2.0,31.5,69.0,5,0.0
2016-07-20,998.7,1003.5,3.4,37.0,40.0,5,0.0
2016-07-21,1000.2,1005.0,3.2,37.6,42.0,5,0.0
2016-07-22,1000.0,1004.8,1.9,37.2,45.0,6,0.0
2016-07-23,999.7,1004.5,1.6,38.0,45.0,6,0.0
2016-07-24,1001.0,1005.8,0.9,39.4,38.0,4,0.0
2016-07-25,1000.2,1005.0,4.1,37.6,50.0,2,0.0
2016-07-26,998.2,1002.9,1.5,38.8,42.0,7,0.0
2016-07-27,998.7,1003.4,2.8,38.2,42.0,6,0.0
2016-07-28,999.7,1004.5,2.0,38.0,44.0,3,0.0
2016-07-29,1000.3,1005.1,5.4,38.0,44.0,2,0.0
2016-07-30,1000.6,1005.4,2.8,36.1,53.0,2,0.0
2016-07-31,1000.8,1005.6,4.9,34.4,60.0,2,0.0
2016-08-01,1000.1,1004.9,2.1,34.5,59.0,2,0.0
2016-08-02,998.0,1002.8,1.7,34.8,56.0,2,0.0
2016-08-03,1001.8,1006.6,1.7,32.2,63.0,1,0.0
2016-08-04,1001.9,1006.8,2.3,28.1,84.0,4,0.7
2016-08-05,1000.6,1005.4,0.0,32.5,64.0,0,0.0
2016-08-06,998.5,1003.3,1.7,30.3,77.0,3,0.0
2016-08-07,997.1,1001.9,6.5,32.7,62.0,2,0.0
2016-08-08,998.0,1002.8,4.9,32.7,55.0,2,0.0
2016-08-09,998.1,1003.0,3.2,28.6,88.0,2,0.9
2016-08-10,1000.0,1004.8,4.5,32.3,73.0,3,0.0
2016-08-11,1001.4,1006.2,3.4,32.7,63.0,2,0.0
2016-08-12,998.8,1003.6,5.3,33.2,69.0,2,0.0
2016-08-13,998.1,1002.9,3.0,33.3,70.0,2,0.0
2016-08-14,997.3,1002.1,1.5,35.3,54.0,3,0.0
2016-08-15,996.0,1000.8,2.6,35.4,56.0,2,0.0
2016-08-16,996.0,1000.8,3.8,35.3,53.0,2,0.0
2016-08-17,995.5,1000.3,3.7,34.6,55.0,3,0.0
2016-08-18,995.1,999.9,4.3,36.5,52.0,3,0.0
2016-08-19,996.8,1001.6,4.1,34.1,58.0,8,0.0
2016-08-20,997.3,1002.1,2.3,31.5,71.0,8,0.0
2016-08-21,998.9,1003.7,4.9,27.0,93.0,8,9.066666666666666
2016-08-22,1000.7,1005.5,2.0,34.0,58.0,2,0.0
2016-08-23,999.3,1004.1,1.2,33.9,54.0,3,0.0
2016-08-24,998.3,1003.1,2.7,34.2,48.0,3,0.0
2016-08-25,997.4,1002.2,2.7,34.5,42.0,3,0.0
2016-08-26,1001.9,1006.7,7.3,30.9,65.0,8,0.0
2016-08-27,1003.5,1008.4,5.0,29.3,46.0,8,0.0
2016-08-28,1003.0,1007.9,4.3,30.5,27.0,8,0.0
2016-08-29,1002.5,1007.4,4.1,30.0,39.0,1,0.0
2016-08-30,1000.0,1004.9,5.3,30.6,32.0,8,0.0
2016-08-31,996.1,1001.0,1.8,32.2,34.0,6,0.0
2016-09-01,995.3,1000.1,5.5,29.6,45.0,5,0.0
2016-09-02,997.5,1002.3,3.7,33.5,32.0,3,0.0
2016-09-03,1001.7,1006.6,2.0,32.7,25.0,3,0.0
2016-09-04,1004.4,1009.3,2.2,28.5,74.0,3,0.0
2016-09-05,1005.0,1009.9,2.4,29.4,61.0,2,0.0
2016-09-06,1004.3,1009.2,2.1,24.2,77.0,8,0.0
2016-09-07,1003.5,1008.5,0.9,23.0,85.0,6,0.0
2016-09-08,1004.3,1009.2,2.1,28.9,59.0,3,0.0
2016-09-09,1004.5,1009.4,4.1,29.1,57.0,3,0.0
2016-09-10,1004.8,1009.7,2.3,28.2,56.0,2,0.0
2016-09-11,1007.8,1012.8,1.9,21.1,85.0,4,0.13333333333333333
2016-09-12,1010.1,1015.1,1.9,27.9,55.0,3,0.0
2016-09-13,1011.6,1016.6,1.0,23.7,88.0,5,0.16666666666666666
2016-09-14,1009.0,1014.0,2.6,22.1,97.0,8,0.16666666666666666
2016-09-15,1004.5,1009.4,2.0,23.8,95.0,2,4.6
2016-09-16,999.7,1004.6,2.8,25.1,92.0,5,0.03333333333333333
2016-09-17,1005.4,1010.3,4.1,26.3,71.0,8,0.0
2016-09-18,1004.4,1009.3,5.2,27.4,52.0,8,0.0
2016-09-19,1008.3,1013.3,5.3,23.8,72.0,8,0.4
2016-09-20,1012.6,1017.6,4.5,25.4,42.0,1,0.0
2016-09-21,1013.2,1018.2,1.5,24.9,67.0,8,0.16666666666666666
2016-09-22,1010.6,1015.6,2.6,26.8,57.0,3,0.0
2016-09-23,1008.2,1013.2,4.5,27.2,61.0,3,0.0
2016-09-24,1006.3,1011.2,5.2,27.8,64.0,2,0.0
2016-09-25,1006.6,1011.5,2.8,28.9,57.0,2,0.0
2016-09-26,1005.6,1010.5,2.6,28.9,66.0,2,0.0
2016-09-27,1004.6,1009.5,4.2,28.7,72.0,3,0.0
2016-09-28,1004.2,1009.1,5.1,24.7,93.0,2,1.4333333333333333
2016-09-29,1006.4,1011.4,4.0,20.6,96.0,8,0.9666666666666666
2016-09-30,1006.2,1011.2,3.5,24.1,81.0,1,0.0
2016-10-01,1007.5,1012.4,1.1,28.1,74.0,3,0.0
2016-10-02,1004.1,1009.0,1.4,29.9,66.0,6,0.0
2016-10-03,1006.2,1011.2,3.6,24.2,79.0,1,0.0
2016-10-04,1005.1,1010.1,1.5,23.9,75.0,8,0.0
2016-10-05,1009.4,1014.4,2.8,26.5,64.0,2,0.0
2016-10-06,1014.2,1019.2,3.2,23.0,69.0,2,0.0
2016-10-07,1008.7,1013.7,1.5,20.4,97.0,7,0.19999999999999998
2016-10-08,1011.1,1016.1,3.2,20.5,80.0,8,0.0
2016-10-09,1014.3,1019.4,5.6,20.4,55.0,1,0.0
2016-10-10,1014.3,1019.4,5.6,20.4,55.0,1,0.0
2016-10-11,1013.2,1018.2,2.4,23.0,56.0,2,0.0
2016-10-12,1016.5,1021.6,3.7,21.2,57.0,1,0.0
2016-10-13,1015.3,1020.3,2.3,21.3,61.0,2,0.0
2016-10-14,1015.5,1020.6,2.0,18.2,81.0,8,0.0
2016-10-15,1013.7,1018.8,2.2,20.3,96.0,8,0.0
2016-10-16,1011.7,1016.7,4.1,24.9,74.0,1,0.0
2016-10-17,1013.7,1018.7,1.1,20.9,79.0,3,0.0
2016-10-18,1013.0,1018.0,0.6,20.9,94.0,5,0.7666666666666666
2016-10-19,1010.9,1015.9,1.8,20.5,95.0,3,0.1
2016-10-20,1008.1,1013.1,2.0,22.4,91.0,3,0.03333333333333333
2016-10-21,1004.3,1009.3,2.8,21.2,98.0,8,0.03333333333333333
2016-10-22,999.4,1004.3,2.0,22.8,97.0,3,1.8333333333333335
2016-10-23,1009.9,1014.9,1.9,20.4,87.0,8,0.0
2016-10-24,1007.3,1012.3,0.9,23.5,79.0,3,0.0
